,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Quantity
185,186,46.0,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34.0,Bank Transfer,Fortnightly,3
186,187,39.0,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31.0,Debit Card,Annually,4
187,188,19.0,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1.0,Bank Transfer,Bi-Weekly,3
188,189,,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,,Yes,,Yes,Yes,,Bank Transfer,,3
189,190,36.0,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,Yes,4.0,Credit Card,Weekly,4
190,191,65.0,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48.0,Venmo,Quarterly,4
191,192,64.0,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29.0,Cash,Every 3 Months,1
192,193,,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,,Yes,,Yes,Yes,,PayPal,,3
193,194,36.0,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29.0,Venmo,Annually,2
194,195,,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,,Yes,Express,Yes,Yes,,Debit Card,,1
195,196,51.0,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34.0,Credit Card,Monthly,2
196,197,,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,,Yes,,Yes,Yes,,Credit Card,,2
197,198,59.0,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41.0,Credit Card,Monthly,1
198,199,57.0,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39.0,Credit Card,Fortnightly,3
199,200,54.0,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32.0,Cash,Weekly,3
200,201,25.0,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29.0,Venmo,Monthly,1
201,202,69.0,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,Yes,15.0,Bank Transfer,Annually,1
202,203,57.0,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33.0,Venmo,Annually,4
203,204,,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,,Yes,,Yes,Yes,,Bank Transfer,,2
204,205,24.0,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35.0,Cash,Bi-Weekly,4
205,206,,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,,Yes,,Yes,Yes,,PayPal,,3
206,207,24.0,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6.0,Venmo,Fortnightly,4
207,208,62.0,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17.0,Bank Transfer,Bi-Weekly,4
208,209,57.0,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17.0,Credit Card,Monthly,3
209,210,55.0,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44.0,Cash,,4
210,211,45.0,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6.0,PayPal,Fortnightly,3
211,212,,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,,Yes,,Yes,Yes,,Debit Card,,4
212,213,67.0,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7.0,Debit Card,Annually,1
213,214,30.0,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11.0,Debit Card,Every 3 Months,1
214,215,,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,,Yes,,Yes,Yes,,Cash,,2
215,216,62.0,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24.0,PayPal,Bi-Weekly,1
216,217,43.0,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21.0,Venmo,Weekly,2
217,218,35.0,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24.0,Bank Transfer,,4
218,219,,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8.0,Credit Card,,4
219,220,32.0,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12.0,Cash,,3
220,221,,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,,Yes,,Yes,Yes,,Debit Card,,3
221,222,,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6.0,Bank Transfer,,2
222,223,,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,,Yes,2-Day Shipping,Yes,Yes,,PayPal,,2
223,224,20.0,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34.0,PayPal,Annually,2
224,225,63.0,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12.0,Cash,Every 3 Months,3
225,226,25.0,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11.0,Bank Transfer,Annually,2
226,227,29.0,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5.0,PayPal,Monthly,3
227,228,,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,,Yes,,Yes,Yes,,Venmo,,1
228,229,18.0,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11.0,Credit Card,Annually,1
229,230,,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,,Yes,,Yes,Yes,,PayPal,,4
230,231,66.0,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43.0,Credit Card,Annually,4
231,232,28.0,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,18.0,Debit Card,Every 3 Months,2
232,233,54.0,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32.0,Bank Transfer,Bi-Weekly,4
233,234,19.0,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27.0,Bank Transfer,Every 3 Months,2
234,235,20.0,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24.0,Credit Card,Weekly,3
235,236,43.0,Male,Sunglasses,Accessories,89,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31.0,Debit Card,Quarterly,1
236,237,38.0,Male,Coat,Outerwear,68,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39.0,PayPal,Fortnightly,4
237,238,50.0,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36.0,Debit Card,Fortnightly,4
238,239,,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,,Yes,,Yes,Yes,,Cash,,4
239,240,,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,,Yes,Express,Yes,Yes,,Credit Card,,1
240,241,,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,,Yes,,Yes,Yes,,Bank Transfer,,1
241,242,36.0,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43.0,Venmo,Bi-Weekly,1
242,243,55.0,Male,Coat,Outerwear,85,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Every 3 Months,3
243,244,25.0,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4.0,Debit Card,Monthly,4
244,245,53.0,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39.0,PayPal,Weekly,4
245,246,49.0,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45.0,Venmo,Fortnightly,2
246,247,35.0,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20.0,Venmo,,3
247,248,29.0,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14.0,Debit Card,,2
248,249,47.0,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33.0,PayPal,Weekly,1
249,250,53.0,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18.0,Credit Card,Annually,4
250,251,33.0,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4.0,Yes,Express,Yes,Yes,9.0,Bank Transfer,Weekly,1
251,252,,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,,Yes,,Yes,Yes,,PayPal,,3
252,253,32.0,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33.0,Venmo,Fortnightly,1
253,254,52.0,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15.0,Bank Transfer,Bi-Weekly,4
254,255,,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4.0,PayPal,,3
255,256,43.0,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25.0,Debit Card,Annually,1
256,257,,Male,Jewelry,Accessories,30,South Dakota,XL,Violet,Spring,,Yes,,Yes,Yes,,Credit Card,,4
257,258,,Male,Handbag,Accessories,53,West Virginia,M,Red,Summer,,Yes,Express,Yes,Yes,,Credit Card,,2
258,259,61.0,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16.0,Cash,,3
259,260,32.0,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13.0,Debit Card,,1
260,261,38.0,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11.0,Credit Card,Every 3 Months,1
261,262,21.0,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21.0,Credit Card,Annually,4
262,263,37.0,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6.0,Debit Card,Annually,3
263,264,,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,,Yes,,Yes,Yes,,Venmo,,1
264,265,36.0,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15.0,Cash,Annually,3
265,266,32.0,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17.0,Bank Transfer,Bi-Weekly,1
266,267,,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,,Yes,,Yes,Yes,,Credit Card,,4
267,268,64.0,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42.0,Venmo,Annually,2
268,269,68.0,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21.0,Cash,Monthly,2
269,270,68.0,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,Yes,9.0,Cash,Bi-Weekly,2
270,271,,Male,Jeans,Clothing,52,North Dakota,XL,Orange,Fall,,Yes,,Yes,Yes,,Bank Transfer,,3
271,272,65.0,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42.0,Credit Card,Fortnightly,1
272,273,48.0,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37.0,Debit Card,Bi-Weekly,2
273,274,69.0,Male,Coat,Outerwear,33,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32.0,Debit Card,Quarterly,4
274,275,,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28.0,Cash,,3
275,276,48.0,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13.0,Credit Card,Weekly,3
276,277,25.0,Male,Skirt,Clothing,30,South Dakota,XL,Turquoise,Fall,3.5,Yes,Express,Yes,Yes,11.0,Bank Transfer,Fortnightly,1
277,278,29.0,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Bi-Weekly,2
278,279,57.0,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23.0,Debit Card,,3
279,280,,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,,Yes,,Yes,Yes,,Bank Transfer,,2
280,281,45.0,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21.0,Cash,Bi-Weekly,4
281,282,38.0,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22.0,Debit Card,Bi-Weekly,1
282,283,21.0,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3.0,Yes,2-Day Shipping,Yes,Yes,9.0,Cash,Monthly,2
283,284,,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16.0,Venmo,,4
284,285,63.0,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,Yes,4.0,PayPal,Quarterly,3
285,286,29.0,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3.0,Debit Card,Bi-Weekly,1
286,287,27.0,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6.0,Debit Card,Annually,4
287,288,56.0,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18.0,Venmo,Fortnightly,4
288,289,30.0,Male,T-shirt,Clothing,62,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34.0,Venmo,,1
289,290,,Male,Coat,Outerwear,85,New York,M,Yellow,Fall,,Yes,,Yes,Yes,,Credit Card,,2
290,291,58.0,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50.0,PayPal,Weekly,3
291,292,,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,,Yes,,Yes,Yes,,Bank Transfer,,4
292,293,60.0,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24.0,Cash,Quarterly,1
293,294,69.0,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33.0,PayPal,Annually,1
294,295,70.0,Male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19.0,Credit Card,Every 3 Months,4
295,296,,Male,Sunglasses,Accessories,42,West Virginia,M,Indigo,Winter,,Yes,Store Pickup,Yes,Yes,,Credit Card,,4
296,297,25.0,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19.0,Credit Card,,2
297,298,48.0,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4.0,Credit Card,Bi-Weekly,3
298,299,,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,,Yes,,Yes,Yes,,Venmo,,3
299,300,,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,,Yes,,Yes,Yes,,PayPal,,3
300,301,29.0,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24.0,PayPal,Weekly,1
301,302,46.0,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,Yes,25.0,Credit Card,Every 3 Months,3
302,303,37.0,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27.0,Bank Transfer,Every 3 Months,1
303,304,20.0,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49.0,Venmo,Weekly,3
304,305,40.0,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45.0,Credit Card,Bi-Weekly,4
305,306,,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,,Yes,,Yes,Yes,,PayPal,,4
306,307,26.0,Male,Jacket,Outerwear,49,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4.0,Cash,Annually,2
307,308,29.0,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3.0,Credit Card,Every 3 Months,2
308,309,66.0,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45.0,Venmo,Bi-Weekly,3
309,310,,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,,Yes,,Yes,Yes,,Cash,,3
310,311,56.0,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50.0,Cash,Fortnightly,4
311,312,69.0,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19.0,Bank Transfer,Monthly,1
312,313,38.0,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6.0,PayPal,Annually,2
313,314,42.0,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50.0,Credit Card,Every 3 Months,3
314,315,,Male,Pants,Clothing,24,New Jersey,M,Purple,Summer,,Yes,,Yes,Yes,,Debit Card,,1
315,316,,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,,Yes,,Yes,Yes,,Debit Card,,2
316,317,36.0,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46.0,Venmo,Monthly,1
317,318,58.0,Male,Sweater,Clothing,82,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42.0,Cash,Every 3 Months,3
318,319,,Male,Backpack,Accessories,67,South Dakota,M,Beige,Winter,,Yes,,Yes,Yes,,Cash,,1
319,320,47.0,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1.0,Cash,Every 3 Months,2
320,321,66.0,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28.0,Debit Card,Quarterly,2
321,322,,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,,Yes,,Yes,Yes,,Debit Card,,2
322,323,,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,,Yes,,Yes,Yes,,Credit Card,,1
323,324,66.0,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29.0,PayPal,Bi-Weekly,1
324,325,,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37.0,Venmo,,1
325,326,,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,,Yes,,Yes,Yes,,Debit Card,,3
326,327,62.0,Male,Scarf,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48.0,Bank Transfer,Weekly,1
327,328,61.0,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36.0,PayPal,Weekly,2
328,329,48.0,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9.0,Credit Card,Weekly,1
329,330,70.0,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34.0,Bank Transfer,Monthly,3
330,331,46.0,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,3.7,Yes,Express,Yes,Yes,43.0,Venmo,Bi-Weekly,3
331,332,,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46.0,PayPal,,4
332,333,,Male,Shirt,Clothing,86,New York,M,Maroon,Winter,,Yes,2-Day Shipping,Yes,Yes,,Credit Card,,4
333,334,39.0,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15.0,Bank Transfer,Bi-Weekly,4
334,335,41.0,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,Yes,30.0,Credit Card,Annually,2
335,336,20.0,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44.0,Venmo,Every 3 Months,1
336,337,36.0,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16.0,PayPal,Annually,3
337,338,32.0,Male,Sweater,Clothing,59,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16.0,Bank Transfer,Annually,4
338,339,69.0,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16.0,Cash,Weekly,4
339,340,40.0,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21.0,Credit Card,Every 3 Months,4
340,341,40.0,Male,Shorts,Clothing,47,New Jersey,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,39.0,Venmo,Every 3 Months,4
341,342,20.0,Male,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Bi-Weekly,2
342,343,64.0,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,Yes,48.0,Credit Card,Every 3 Months,3
343,344,27.0,Male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,Yes,26.0,Venmo,,2
344,345,24.0,Male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4.0,Yes,Standard,Yes,Yes,46.0,Debit Card,Monthly,4
345,346,48.0,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,Yes,27.0,Bank Transfer,Annually,4
346,347,,Male,Jeans,Clothing,50,New Mexico,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,Yes,5.0,Cash,,1
347,348,36.0,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43.0,PayPal,Fortnightly,1
348,349,56.0,Male,Blouse,Clothing,59,South Carolina,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,Yes,17.0,PayPal,Fortnightly,3
349,350,37.0,Male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,3.0,Bank Transfer,Bi-Weekly,3
350,351,42.0,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,Yes,47.0,Bank Transfer,Fortnightly,4
351,352,,Male,Skirt,Clothing,90,New York,M,Teal,Winter,,Yes,,Yes,Yes,,Debit Card,,4
352,353,27.0,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,Yes,12.0,Cash,Every 3 Months,2
353,354,63.0,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,Yes,35.0,Debit Card,Monthly,3
354,355,,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,,Yes,,Yes,Yes,,Venmo,,3
355,356,37.0,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1.0,PayPal,Every 3 Months,2
356,357,56.0,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.8,Yes,Standard,Yes,Yes,27.0,Cash,Weekly,1
357,358,18.0,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4.0,Yes,Standard,Yes,Yes,16.0,Credit Card,Bi-Weekly,4
358,359,,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,,Yes,,Yes,Yes,,Credit Card,,3
359,360,31.0,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3.0,Yes,Store Pickup,Yes,Yes,30.0,Credit Card,Every 3 Months,2
360,361,51.0,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Standard,Yes,Yes,18.0,Debit Card,Fortnightly,2
361,362,65.0,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45.0,Cash,Annually,1
362,363,53.0,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,Free Shipping,Yes,Yes,1.0,Venmo,Fortnightly,3
363,364,55.0,Male,Shorts,Clothing,88,Florida,L,Yellow,Winter,3.1,Yes,Free Shipping,Yes,Yes,42.0,Bank Transfer,Fortnightly,2
364,365,62.0,Male,Shoes,Footwear,88,North Dakota,L,Charcoal,Summer,3.0,Yes,Free Shipping,Yes,Yes,7.0,Venmo,Every 3 Months,1
365,366,55.0,Male,Gloves,Accessories,88,West Virginia,XL,Gray,Summer,3.7,Yes,Standard,Yes,Yes,50.0,PayPal,Quarterly,2
366,367,,Male,Socks,Clothing,36,Nebraska,M,Turquoise,Spring,,Yes,,Yes,Yes,,Venmo,,1
367,368,52.0,Male,Dress,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Store Pickup,Yes,Yes,18.0,Bank Transfer,Monthly,1
368,369,,Male,Handbag,Accessories,39,Oklahoma,M,Charcoal,Spring,,Yes,,Yes,Yes,,Cash,,4
369,370,38.0,Male,Belt,Accessories,40,Wisconsin,M,Silver,Summer,3.3,Yes,Store Pickup,Yes,Yes,45.0,PayPal,Quarterly,1
370,371,59.0,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,Yes,13.0,PayPal,Weekly,4
